0: {(city,=,"Iasi");(wind,<=,80)}
2085: {(city,=,"Timisoara")}
2191: {(temp,>,10);(city,!=,"Timisoara")}
2263: {(city,=,"Constanta");(wind,<=,27)}
2086: {(temp,<=,-7);(city,=,"Timisoara")}
2192: {(rain,>=,13.7);(temp,>=,27);(city,!=,"Craiova");(stationid,>=,46)}
2264: {(date,<,17.06.2025);(rain,<,14.0);(city,=,"Cluj");(wind,>=,51)}
2087: {(rain,>=,31.2);(temp,>=,10);(city,=,"Cluj");(wind,!=,6)}
2201: {(city,>=,"Brasov");(wind,>=,31)}
2265: {(rain,!=,33.5);(temp,<,8);(city,=,"Bucharest");(wind,>=,49)}
2203: {(temp,<=,2);(stationid,<=,31);(wind,!=,5)}
2268: {(city,>=,"Constanta");(wind,<,35)}
2205: {(rain,>,4.1);(temp,<=,26);(city,!=,"Cluj");(stationid,<=,9)}
2269: {(temp,>,16);(city,=,"Bucharest");(stationid,>,39)}
2206: {(city,>=,"Craiova");(stationid,!=,27);(wind,!=,40)}
2273: {(temp,<,16);(city,<,"Iasi");(wind,<=,84)}
2218: {(rain,<=,43.2);(temp,<,25);(city,=,"Cluj");(direction,<,"S")}
2093: {(rain,<=,19.6)}
2230: {(temp,>=,12);(city,=,"Craiova");(wind,<,54);(direction,<=,"N")}
2276: {(temp,<,19);(city,=,"Timisoara");(wind,>=,53)}
2232: {(rain,<=,22.6);(city,!=,"Constanta");(stationid,<,18)}
2280: {(temp,<=,8);(city,=,"Iasi");(wind,<=,54)}
2236: {(temp,<,12)}
2095: {(temp,>,5);(city,>,"Cluj");(stationid,<=,79)}
2243: {(rain,>,38.6);(city,=,"Cluj");(wind,>,90)}
2287: {(rain,>=,25.7);(temp,>,-4);(city,=,"Craiova");(stationid,<=,48)}
2245: {(temp,!=,-4);(stationid,!=,96)}
2246: {(city,=,"Bucharest");(stationid,>,85)}
2288: {(city,=,"Cluj");(wind,<=,89)}
2098: {(temp,<,1);(city,=,"Craiova");(stationid,>=,61);(wind,!=,0);(direction,<,"S")}
2249: {(city,=,"Craiova")}
2295: {(city,=,"Craiova");(wind,<=,99)}
2256: {(temp,!=,24);(city,=,"Constanta");(wind,<,53)}
2099: {(rain,<,20.4);(city,=,"Cluj");(wind,<,50)}
2259: {(rain,<,19.3);(city,=,"Bucharest");(direction,!=,"NW")}
2297: {(city,=,"Bucharest");(wind,<,80)}
2103: {(rain,<=,8.9);(temp,<,22);(city,=,"Brasov");(wind,>=,18)}
2262: {(rain,<=,36.0);(city,=,"Bucharest");(direction,!=,"N")}
2106: {(city,<,"Iasi");(wind,<,16)}
2299: {(temp,!=,-10);(stationid,!=,36);(wind,<,11)}
2267: {(city,=,"Bucharest");(stationid,>,60);(wind,>,35)}
2272: {(temp,!=,-7);(city,=,"Iasi")}
2112: {(city,=,"Cluj");(wind,<,39)}
2300: {(date,>=,29.11.2025);(temp,!=,-8);(city,=,"Timisoara")}
2274: {(temp,>,-2);(city,=,"Constanta")}
2116: {(temp,!=,10);(city,<,"Timisoara")}
2303: {(temp,>=,18);(city,=,"Brasov");(stationid,>=,87);(wind,>=,26)}
2117: {(temp,<,-5);(city,=,"Timisoara")}
2275: {(wind,>=,74);(direction,<,"W")}
2304: {(date,!=,11.08.2023);(city,<,"Timisoara");(stationid,<,34);(wind,>,21)}
2277: {(temp,!=,19)}
2119: {(rain,<=,40.1);(temp,!=,-9);(city,>,"Brasov");(wind,>,93)}
2278: {(rain,>=,28.5);(city,<,"Timisoara");(wind,<=,72)}
2310: {(rain,>=,17.8);(temp,>=,0);(city,!=,"Iasi");(stationid,>=,50)}
2122: {(rain,<,21.4);(stationid,>,91);(wind,!=,3)}
2314: {(rain,<=,33.2);(temp,>=,4);(city,=,"Craiova")}
2124: {(rain,>,32.4);(temp,<,23);(city,=,"Timisoara");(stationid,!=,77);(wind,>,33)}
2282: {(temp,<=,-7);(city,=,"Iasi");(wind,<,38)}
2315: {(temp,<,2);(city,<,"Brasov");(wind,<=,10);(direction,<,"S")}
2283: {(rain,!=,34.9);(city,=,"Iasi")}
2126: {(city,>=,"Constanta");(wind,>,30)}
2285: {(city,<=,"Bucharest");(wind,!=,85);(direction,<,"E")}
2290: {(rain,<=,16.6);(city,=,"Timisoara");(stationid,<=,84);(wind,>=,30)}
2129: {(rain,<,26.3);(city,=,"Brasov");(stationid,!=,8);(direction,>,"NW")}
2293: {(temp,!=,2);(city,<,"Bucharest");(stationid,>=,82);(wind,<,49);(direction,<=,"NW")}
2131: {(rain,>=,30.8);(temp,>,27);(city,=,"Cluj");(wind,<,1)}
2294: {(temp,<,6);(city,=,"Constanta");(wind,>,43)}
2301: {(city,=,"Iasi")}
2133: {(city,=,"Iasi");(stationid,>=,9);(wind,<,66)}
2323: {(wind,<,30)}
2302: {(rain,<=,26.2);(temp,<=,13);(city,=,"Craiova")}
2305: {(rain,<,40.8);(temp,>,-4);(city,=,"Brasov");(direction,>=,"NE")}
2136: {(city,=,"Cluj");(stationid,!=,84);(wind,<,46)}
2324: {(temp,!=,22);(city,<,"Bucharest");(direction,<=,"E")}
2307: {(temp,<=,21);(city,=,"Constanta")}
2313: {(rain,!=,46.9);(temp,<=,19);(city,<,"Timisoara")}
2326: {(temp,!=,-8)}
2137: {(rain,>=,39.1);(city,=,"Craiova")}
2321: {(temp,>,8);(wind,>=,56)}
2322: {(rain,>,17.0);(temp,<,17);(city,=,"Constanta")}
2139: {(rain,!=,35.9);(temp,>,13)}
2325: {(temp,!=,10);(city,=,"Constanta");(stationid,>=,85);(direction,<,"NE")}
2330: {(temp,!=,19);(city,=,"Constanta");(stationid,!=,66)}
2148: {(temp,>=,2);(city,<,"Constanta");(stationid,!=,16)}
2327: {(temp,!=,13);(city,=,"Constanta");(wind,<,74);(direction,>,"NE")}
2155: {(temp,!=,16);(city,<=,"Brasov");(wind,<=,62)}
2333: {(temp,<=,13);(city,=,"Craiova");(direction,<,"S")}
2328: {(temp,>=,-3);(city,=,"Timisoara");(wind,<,62)}
2156: {(temp,!=,15);(wind,>,20)}
2335: {(rain,!=,47.0);(city,=,"Iasi");(stationid,<=,97);(wind,<,53);(direction,<=,"SW")}
2329: {(temp,!=,19)}
2157: {(rain,!=,44.7);(city,=,"Timisoara");(wind,<,50)}
2336: {(rain,<=,29.5);(temp,<=,24);(city,>=,"Timisoara");(wind,<,6)}
2334: {(rain,>=,44.1);(city,>=,"Bucharest");(stationid,!=,27);(wind,!=,86);(direction,!=,"E")}
2164: {(temp,!=,-5);(stationid,!=,15)}
2342: {(temp,>=,12);(city,=,"Cluj")}
2346: {(city,!=,"Iasi")}
2166: {(rain,<,16.4);(temp,!=,14);(city,=,"Constanta");(wind,>=,75);(direction,!=,"SW")}
2337: {(rain,!=,33.2);(city,=,"Bucharest");(direction,>=,"NE")}
2351: {(date,<,06.06.2024);(temp,<,4);(city,=,"Iasi");(stationid,>=,39);(wind,<,31)}
2168: {(rain,!=,45.7);(city,=,"Bucharest")}
2338: {(rain,!=,16.7);(temp,<,14);(city,=,"Cluj");(wind,>,12);(direction,>,"W")}
2357: {(temp,>=,22);(city,=,"Constanta");(stationid,>=,67);(wind,!=,39)}
2339: {(rain,<,5.7);(temp,!=,15);(city,=,"Timisoara");(direction,>,"W")}
2170: {(city,=,"Craiova");(wind,<=,47)}
2358: {(temp,<=,5);(city,=,"Bucharest")}
2340: {}
2359: {(temp,<,6);(city,<,"Iasi");(wind,!=,67)}
2348: {(temp,>=,24);(city,<,"Iasi")}
2171: {(rain,<=,27.7);(temp,>,7);(city,!=,"Constanta")}
2362: {(rain,>=,35.3);(temp,>=,11);(city,=,"Iasi");(wind,<,87);(direction,<,"S")}
2349: {(rain,!=,28.0);(city,=,"Constanta")}
2364: {(city,>=,"Constanta");(direction,<=,"E")}
2172: {(temp,!=,10);(city,=,"Constanta");(stationid,<=,68)}
2350: {(date,<,27.12.2025);(temp,!=,1);(city,=,"Brasov")}
2354: {(rain,>=,13.5);(city,=,"Cluj");(wind,<,33);(direction,<=,"S")}
2175: {(rain,<,29.3);(temp,<=,30);(city,>,"Brasov")}
2356: {(rain,>,40.7);(temp,<=,3);(city,!=,"Bucharest")}
2369: {(city,!=,"Bucharest");(wind,>,17)}
2374: {(temp,>,-10);(city,=,"Craiova");(stationid,!=,90)}
2377: {(date,>,06.07.2024);(rain,<,48.8);(temp,>=,24);(city,=,"Iasi")}
2178: {(rain,>,31.7);(temp,!=,14);(city,=,"Bucharest");(stationid,<,33);(wind,<,81)}
2379: {(rain,<,45.3);(temp,<,11);(city,<,"Craiova");(stationid,<,56)}
2365: {(temp,>=,22);(city,<=,"Iasi");(wind,<,0);(direction,<,"W")}
2382: {(rain,>,7.1);(city,=,"Iasi")}
2386: {(rain,<=,11.2);(city,=,"Cluj");(stationid,<=,51)}
2179: {(date,<,25.03.2025);(temp,>,-8);(city,=,"Craiova");(wind,<,29)}
2389: {(rain,!=,20.9);(temp,<,1);(city,=,"Craiova")}
2181: {(temp,>,2);(city,=,"Constanta");(wind,<=,19)}
2390: {(temp,>=,12);(city,=,"Constanta")}
2366: {(rain,<,29.0);(city,!=,"Brasov")}
2395: {(rain,<,13.6);(temp,<=,16);(city,=,"Brasov");(wind,>,94)}
2186: {(city,=,"Timisoara");(wind,>,18)}
2402: {(city,<,"Iasi")}
2190: {(city,=,"Brasov")}
2404: {(rain,>,42.8);(temp,<=,-6);(city,=,"Constanta")}
2405: {(city,=,"Constanta");(wind,>,91);(direction,>,"SW")}
2408: {(rain,<,4.1);(temp,!=,-7);(city,=,"Bucharest")}
2410: {(rain,<=,9.1);(temp,!=,13);(city,>=,"Bucharest");(stationid,<=,83);(wind,<,26)}
2367: {(temp,>,16);(stationid,<=,89);(wind,!=,57)}
2368: {(rain,>=,20.6);(city,=,"Bucharest")}
2193: {(rain,>=,23.1);(temp,>,19);(city,>,"Iasi");(wind,!=,10)}
2411: {(temp,<,5);(city,=,"Craiova");(wind,>=,18)}
2370: {}
2195: {(rain,>=,30.1);(stationid,>,21);(wind,>,19)}
2416: {(date,>,26.02.2025);(rain,<,5.9);(temp,>,28);(city,=,"Craiova");(direction,!=,"SE")}
2196: {(rain,<=,31.6);(temp,>=,6);(city,=,"Cluj");(stationid,!=,73)}
2425: {(city,=,"Craiova")}
2197: {(city,=,"Iasi");(stationid,>,24)}
2384: {(temp,<,-7);(city,<,"Brasov");(wind,!=,82)}
2426: {(rain,>=,17.2);(city,=,"Constanta")}
2200: {(city,=,"Constanta")}
2427: {(city,=,"Timisoara");(wind,>=,45)}
2429: {(temp,>=,20);(city,!=,"Iasi");(wind,>=,5)}
2204: {(temp,>,8);(city,>=,"Brasov");(wind,>=,15);(direction,<=,"E")}
2430: {(city,<,"Craiova");(stationid,>=,24);(wind,!=,79)}
2207: {(city,=,"Timisoara")}
2437: {(rain,!=,34.3);(temp,>,29);(city,=,"Brasov");(stationid,>,56)}
2440: {(rain,<=,13.8);(city,>,"Timisoara");(stationid,<=,8);(direction,>=,"SE")}
2212: {(city,=,"Craiova");(stationid,>=,35);(wind,>=,51)}
2214: {(rain,>=,17.6);(temp,<,-2);(city,=,"Cluj");(wind,>,16)}
2455: {(city,=,"Constanta");(wind,>,5);(direction,<=,"NE")}
2456: {(rain,>,8.8);(temp,<,1);(city,<,"Iasi");(stationid,>,43)}
2215: {(date,>=,21.04.2025);(rain,>,17.0);(temp,>,13);(wind,<=,42)}
2457: {(temp,>=,21);(city,=,"Timisoara");(wind,<=,66)}
2458: {(temp,!=,-8);(city,=,"Bucharest");(wind,>=,33)}
2216: {(temp,<=,18);(city,=,"Craiova");(stationid,<,60);(wind,<,50);(direction,!=,"E")}
2461: {(temp,!=,16);(city,=,"Cluj");(wind,!=,64)}
2463: {(rain,!=,16.0);(temp,!=,14);(city,<,"Iasi")}
2225: {(city,=,"Timisoara");(wind,<,32);(direction,<,"W")}
2465: {(city,=,"Cluj")}
2227: {(date,<=,20.12.2023);(temp,<,5);(stationid,<=,29);(wind,!=,33)}
2471: {(temp,>=,9);(city,<,"Craiova");(stationid,>,79);(wind,!=,51)}
2391: {(date,<=,06.04.2023);(rain,<=,19.8);(temp,<=,7);(city,=,"Iasi")}
2472: {(temp,<,18);(city,=,"Timisoara");(wind,<=,6)}
2228: {(temp,>,13);(city,=,"Brasov");(wind,<=,37)}
2392: {(date,<,18.05.2025);(temp,!=,13);(city,=,"Cluj");(stationid,<=,38);(wind,<,53);(direction,!=,"NE")}
2473: {(temp,!=,10);(city,<,"Constanta")}
2231: {(temp,!=,-7)}
2397: {(rain,>,34.4);(city,=,"Brasov");(direction,<,"NW")}
2237: {(temp,>,2);(city,=,"Iasi")}
2475: {(temp,<,-7);(city,=,"Bucharest")}
2477: {(temp,>,29);(city,=,"Iasi");(wind,<=,65);(direction,<,"W")}
2399: {(rain,!=,31.2);(temp,<=,22);(city,=,"Iasi");(direction,>=,"NE")}
2479: {(city,=,"Cluj");(stationid,<=,93);(direction,>,"E")}
2400: {(rain,<,18.1);(city,=,"Constanta");(wind,<=,66)}
2480: {(temp,<,17);(city,=,"Craiova")}
2409: {(rain,<=,6.4);(city,=,"Craiova");(wind,!=,19)}
2482: {}
2415: {(city,=,"Brasov");(stationid,>=,12);(direction,!=,"NW")}
2487: {(city,<,"Cluj");(direction,>,"SE")}
2423: {(city,=,"Cluj");(stationid,>=,36);(wind,>=,10)}
2489: {(temp,>,18);(city,=,"Craiova")}
2238: {(rain,<,24.8);(temp,<,4);(city,!=,"Iasi");(wind,!=,53)}
2428: {(date,!=,23.09.2023);(rain,>,6.8);(temp,>=,28);(city,=,"Timisoara");(stationid,<,18)}
2490: {(rain,>=,4.5);(city,<=,"Constanta");(stationid,>=,1);(wind,<,22)}
2491: {(rain,>,41.4);(temp,>=,27);(city,=,"Bucharest")}
2239: {(direction,<,"W")}
2493: {(date,!=,08.09.2023);(city,!=,"Bucharest");(stationid,>=,60);(direction,<=,"S")}
2496: {(city,>=,"Timisoara");(wind,>,10)}
2497: {(temp,!=,-10);(city,<=,"Brasov")}
2240: {(temp,<,24);(city,=,"Cluj");(wind,>,43)}
2499: {(city,=,"Constanta")}
2247: {(rain,>=,19.0);(temp,<=,19);(city,=,"Timisoara")}
2501: {(rain,<=,14.3);(temp,!=,11);(city,=,"Cluj");(direction,!=,"NW")}
2431: {(city,=,"Craiova");(stationid,>,35);(wind,>=,94);(direction,>=,"S")}
2251: {(city,=,"Iasi");(direction,<,"SE")}
2502: {(rain,<,33.2);(temp,>,0);(city,>=,"Craiova");(stationid,<=,12);(wind,>,13);(direction,<,"N")}
2503: {(city,=,"Iasi");(wind,>,95)}
2433: {(city,=,"Brasov")}
2252: {(temp,<,-5);(city,=,"Timisoara");(wind,>,11);(direction,<,"NE")}
2504: {(rain,<,32.5);(temp,>=,8);(city,=,"Cluj");(wind,>,78)}
2434: {(temp,>=,-4);(city,=,"Timisoara")}
2507: {(rain,!=,48.5);(city,=,"Cluj");(wind,>,49)}
2509: {(temp,!=,-7);(city,>,"Brasov")}
2258: {(temp,<,2);(city,=,"Brasov");(direction,!=,"N")}
2510: {(wind,>,25)}
2261: {(stationid,>,46)}
2436: {(rain,<=,44.2);(temp,<,6);(city,<=,"Cluj");(wind,<=,35)}
2438: {(direction,<,"NW")}
2511: {(rain,!=,6.5);(temp,!=,13);(city,=,"Constanta");(wind,>,91)}
2266: {(rain,<,27.8);(temp,<=,-2);(city,!=,"Timisoara");(stationid,>,70);(wind,>,22);(direction,<=,"S")}
2513: {(city,=,"Bucharest")}
2270: {(temp,<=,10);(city,=,"Brasov");(stationid,<,82);(wind,<,95)}
2517: {(temp,>,25);(city,=,"Cluj");(wind,<,59)}
2439: {(temp,<=,24);(city,=,"Brasov");(stationid,<=,30);(direction,>,"E")}
2271: {(date,>,22.08.2025);(city,=,"Cluj")}
2443: {(rain,>=,10.1);(city,<,"Craiova");(stationid,>=,77)}
2519: {(temp,!=,-9);(city,=,"Bucharest")}
2279: {(temp,>,26);(city,>=,"Craiova")}
2526: {(city,=,"Constanta")}
2444: {(rain,<=,20.3);(temp,>=,-6);(city,<,"Iasi");(stationid,>=,76);(wind,>=,54)}
2281: {(temp,>,-9);(city,=,"Craiova")}
2527: {(temp,<,20);(city,=,"Craiova")}
2446: {(date,<=,22.09.2023);(rain,<=,46.8);(temp,<,14);(city,=,"Bucharest");(wind,>=,94);(direction,>,"W")}
2284: {(date,<=,22.02.2023);(rain,>=,17.1);(temp,!=,28);(wind,!=,36)}
2528: {(rain,>=,48.9);(temp,<=,29);(city,=,"Iasi");(wind,>,64)}
2447: {(temp,>=,20);(city,<=,"Cluj");(wind,>,82)}
2529: {(temp,!=,22);(wind,>=,65)}
2286: {(temp,>,19);(city,=,"Brasov");(stationid,>,22)}
2530: {(rain,>,10.5);(temp,<=,10);(city,=,"Constanta")}
2289: {(temp,>=,3);(city,=,"Constanta");(stationid,!=,76)}
2531: {(rain,>,48.1);(temp,!=,20)}
2538: {(city,>=,"Cluj");(wind,<,20)}
2539: {(date,>=,06.06.2023);(temp,!=,3);(wind,>,46)}
2291: {(date,!=,14.05.2024);(temp,>,0);(city,=,"Bucharest");(wind,!=,22)}
2542: {(rain,>=,27.2);(temp,!=,3);(city,=,"Cluj");(wind,>=,57)}
2292: {(rain,>,47.7);(city,!=,"Timisoara");(wind,>=,19)}
2545: {(temp,!=,10);(city,<=,"Constanta");(wind,>=,20);(direction,<,"NW")}
2296: {(city,<=,"Timisoara");(wind,>,88);(direction,<,"NW")}
2548: {(temp,>=,5);(city,=,"Bucharest")}
2550: {(temp,<,2);(city,!=,"Brasov")}
2298: {(rain,>,39.9);(city,<=,"Constanta")}
2551: {(temp,<,-4);(city,=,"Bucharest");(stationid,>,17)}
2450: {(city,=,"Constanta")}
2556: {(rain,<,19.3);(temp,>=,5);(city,=,"Bucharest");(stationid,>=,10)}
2306: {(city,=,"Constanta");(stationid,<=,39);(wind,>=,88)}
2559: {(date,!=,25.10.2024);(city,<=,"Brasov");(wind,<,92);(direction,!=,"W")}
2451: {(city,>,"Brasov");(stationid,!=,79)}
2308: {(temp,<,6);(wind,>,34)}
2564: {(temp,>=,6);(city,=,"Cluj");(wind,<=,72)}
2453: {(temp,>=,3);(city,=,"Constanta")}
2568: {(date,>,25.04.2025);(temp,!=,-5);(city,=,"Constanta")}
2309: {(rain,!=,25.8);(temp,>,4);(city,<,"Timisoara")}
2572: {(city,=,"Craiova");(wind,<=,53);(direction,<,"N")}
2577: {(city,=,"Cluj");(direction,<,"NE")}
2578: {(rain,>,42.2);(temp,<=,11);(city,<=,"Constanta")}
2580: {(temp,>=,24);(city,=,"Brasov");(stationid,<=,69);(wind,<=,72)}
2311: {(temp,!=,-5)}
2583: {(rain,<=,41.9);(temp,!=,3);(city,<=,"Bucharest");(stationid,!=,20)}
2585: {(temp,>=,25);(city,=,"Cluj")}
2586: {(rain,<,37.7);(wind,<=,55)}
2312: {(temp,>,-8);(city,=,"Brasov")}
2460: {(city,=,"Craiova");(wind,!=,56);(direction,<=,"NW")}
2590: {(rain,>,4.3);(temp,>,8);(city,!=,"Bucharest")}
2316: {(city,>,"Bucharest");(wind,!=,11)}
2468: {(rain,>=,48.2);(temp,>,7);(city,=,"Bucharest")}
2591: {(temp,<=,19);(city,=,"Timisoara")}
2317: {(rain,>=,42.4);(city,=,"Cluj")}
2469: {(rain,>,6.9);(temp,>,17);(city,!=,"Craiova");(wind,<=,60)}
2593: {(rain,!=,19.3);(city,=,"Iasi");(wind,>=,58);(direction,>=,"S")}
2470: {(rain,<,27.0);(city,=,"Craiova")}
2594: {(rain,<,11.8);(temp,<=,2);(city,>,"Timisoara");(direction,<,"S")}
2318: {(temp,>,28)}
2474: {(rain,>,33.4);(city,=,"Bucharest");(stationid,<=,69);(direction,<=,"NE")}
2598: {(city,=,"Bucharest");(direction,>=,"N")}
2604: {(date,>,22.02.2025);(temp,!=,8);(city,=,"Cluj")}
2476: {(rain,>=,17.1);(temp,>,12);(city,=,"Constanta")}
2319: {(rain,!=,26.9);(temp,>=,3);(city,>=,"Constanta");(stationid,<,27);(wind,!=,54);(direction,<=,"S")}
2606: {(rain,!=,36.3);(temp,<=,21);(city,=,"Craiova");(stationid,!=,78)}
2481: {(rain,>,10.6);(temp,>=,5);(city,=,"Brasov");(stationid,>,27);(direction,!=,"S")}
2320: {(rain,<=,40.9);(temp,>=,-3);(city,>,"Cluj")}
2608: {(rain,<=,41.2);(temp,<,17);(city,!=,"Craiova")}
2484: {(rain,!=,47.3);(temp,>=,3);(city,=,"Constanta")}
2610: {(rain,<,22.0);(temp,<,11);(city,<=,"Timisoara")}
2488: {(temp,>=,17);(city,=,"Cluj");(wind,>,53)}
2617: {(temp,>=,-4);(city,<=,"Cluj");(wind,>,76)}
2492: {(rain,<,0.7);(city,=,"Timisoara")}
2626: {(temp,<=,3);(city,=,"Bucharest")}
2495: {(temp,>=,8);(wind,!=,67)}
2627: {(city,=,"Iasi")}
2505: {(city,=,"Bucharest");(wind,<=,22)}
2631: {(rain,<,18.8);(temp,>,12);(city,=,"Craiova");(wind,<,65)}
2506: {(temp,<,-7);(city,=,"Constanta");(stationid,<=,71);(wind,<=,28)}
2632: {(city,=,"Timisoara");(wind,!=,5)}
2514: {(city,=,"Craiova");(wind,>=,36)}
2633: {(temp,>,-6);(city,>,"Cluj");(stationid,<=,5);(wind,<=,41)}
2516: {(rain,!=,5.9);(temp,>=,23);(city,!=,"Constanta")}
2637: {(rain,<,34.6);(city,=,"Brasov");(direction,<,"S")}
2331: {(city,=,"Timisoara");(wind,>,0)}
2520: {(rain,<=,47.6);(temp,!=,-1);(city,=,"Brasov");(wind,>,66)}
2638: {(temp,!=,2);(city,>,"Timisoara");(stationid,>,48);(wind,>=,1);(direction,>,"SW")}
2521: {(temp,<,-7);(stationid,<,4)}
2643: {(temp,<=,22);(city,=,"Cluj")}
2332: {(city,=,"Craiova");(wind,<,71)}
2522: {(city,=,"Bucharest");(direction,<,"SW")}
2649: {(temp,<=,30);(city,=,"Timisoara");(stationid,<=,94);(wind,>=,42)}
2524: {(rain,>,9.0);(temp,<=,-8);(city,>=,"Iasi");(direction,>,"S")}
2341: {(rain,<=,13.3);(temp,!=,30)}
2651: {(city,=,"Craiova");(stationid,<=,3)}
2343: {(temp,>,22);(city,=,"Brasov")}
2654: {(temp,<,29);(city,=,"Constanta");(wind,<=,35)}
2657: {(temp,<,9);(city,=,"Craiova");(stationid,>=,56)}
2344: {(temp,!=,15);(city,=,"Iasi")}
2659: {(temp,>=,26);(city,=,"Timisoara");(stationid,!=,58);(wind,>=,41)}
2660: {}
2666: {(temp,!=,9);(city,=,"Constanta");(stationid,>=,20)}
2345: {(temp,>=,-3);(city,<,"Cluj");(stationid,!=,93);(wind,<=,24)}
2671: {(rain,<=,15.0);(city,=,"Craiova");(wind,<=,33)}
2525: {(city,=,"Iasi")}
2347: {(city,=,"Cluj")}
2672: {(temp,>,-3);(city,=,"Timisoara")}
2352: {(city,=,"Iasi");(stationid,<=,63)}
2675: {(temp,!=,-7);(city,=,"Craiova")}
2676: {(date,!=,27.11.2023);(rain,!=,18.9);(city,=,"Timisoara");(wind,!=,32)}
2678: {(temp,!=,-10);(city,=,"Bucharest");(stationid,<,46);(wind,>=,72)}
2679: {(city,!=,"Cluj")}
2680: {(temp,>,4);(city,=,"Brasov");(wind,>,0);(direction,>,"NE")}
2682: {(temp,<,28);(city,=,"Iasi");(stationid,!=,38)}
2685: {(temp,!=,21);(city,=,"Cluj")}
2686: {(city,=,"Timisoara");(wind,>=,74)}
2689: {(date,!=,20.12.2025);(rain,<=,8.0);(temp,<=,-6);(city,=,"Iasi");(stationid,!=,70);(wind,>,27)}
2353: {(temp,<,-8);(city,=,"Bucharest");(wind,<=,82)}
2691: {(temp,<,-7);(city,=,"Brasov");(wind,<=,19)}
2694: {(rain,<,8.5);(temp,!=,-9);(city,>=,"Constanta");(stationid,>=,74);(wind,!=,58)}
2355: {(city,=,"Craiova");(direction,!=,"SE")}
2695: {(temp,<=,9);(city,=,"Timisoara");(stationid,<,3);(wind,>=,80)}
2696: {(rain,>=,30.0);(direction,<,"S")}
2360: {(temp,>,27);(city,<=,"Craiova");(wind,>=,30);(direction,<,"SW")}
2699: {(rain,<,15.9);(temp,>,4);(city,=,"Craiova");(direction,<=,"SW")}
2361: {(temp,<=,27);(city,=,"Iasi")}
2700: {(date,<,27.04.2024);(temp,!=,3);(city,=,"Timisoara");(wind,!=,71)}
2363: {(city,=,"Bucharest")}
2703: {(rain,>=,3.4);(temp,<,6);(city,=,"Craiova");(stationid,<=,92);(wind,<,72)}
2371: {(temp,>=,22);(city,!=,"Craiova")}
2704: {(rain,!=,45.4);(temp,<,-2);(city,=,"Bucharest");(direction,>=,"SE")}
2372: {(temp,>=,7);(city,<,"Bucharest");(wind,!=,89)}
2373: {(rain,>,33.5);(city,=,"Iasi");(direction,>,"E")}
2705: {(rain,!=,13.8);(temp,>,10);(city,>,"Constanta")}
2534: {(city,=,"Timisoara");(wind,<=,37)}
2707: {(wind,<=,55)}
2375: {(temp,>,12);(city,<,"Constanta");(wind,<=,7)}
2709: {(rain,!=,7.0);(city,>,"Timisoara");(wind,<,22)}
2376: {(temp,>=,2);(city,=,"Bucharest")}
2535: {(temp,!=,10);(city,<,"Craiova")}
2711: {(temp,<,15);(city,=,"Constanta");(stationid,!=,76);(wind,<=,57);(direction,<,"W")}
2713: {(rain,>=,32.2);(temp,!=,-8);(stationid,>=,27)}
2540: {(city,=,"Constanta");(stationid,>,91)}
2378: {(temp,<=,2);(wind,<=,86);(direction,<=,"N")}
2715: {(rain,<,24.4);(city,=,"Craiova");(stationid,>,28)}
2717: {(rain,<=,17.8);(city,=,"Craiova");(stationid,<=,87)}
2541: {(city,=,"Cluj");(wind,>,37)}
2719: {(temp,>,24);(city,=,"Brasov")}
2546: {(temp,<,21);(city,=,"Constanta");(wind,<,5)}
2722: {(city,=,"Bucharest")}
2380: {(rain,>,24.6);(temp,<=,30);(city,=,"Cluj");(wind,>,11)}
2549: {(city,=,"Constanta")}
2381: {(temp,<=,-1);(wind,!=,49)}
2724: {(rain,>=,31.0);(temp,>=,23);(city,=,"Constanta");(stationid,>,38)}
2383: {(temp,!=,-9);(city,!=,"Brasov");(stationid,<=,86);(wind,!=,60)}
2552: {(city,<,"Bucharest");(direction,<=,"SW")}
2729: {(city,!=,"Brasov")}
2385: {(temp,<,-8);(city,=,"Brasov");(stationid,<=,21)}
2736: {(date,>,16.08.2025);(city,=,"Cluj")}
2387: {(city,<,"Timisoara")}
2557: {(city,=,"Brasov");(stationid,<,2)}
2739: {(date,>=,27.02.2024);(city,=,"Iasi");(stationid,>=,39)}
2565: {(rain,>,49.6);(city,=,"Cluj");(stationid,!=,33)}
2742: {(temp,>=,-6);(city,!=,"Iasi")}
2743: {(rain,<,40.5);(temp,<=,-9);(city,=,"Brasov")}
2573: {(date,>=,08.03.2025);(temp,<,19);(city,=,"Constanta");(direction,<=,"N")}
2747: {(temp,>=,15);(city,>,"Timisoara")}
2388: {(temp,>=,4);(city,=,"Bucharest");(wind,<=,50)}
2753: {(temp,!=,18);(city,<=,"Cluj")}
2393: {(temp,<=,7);(city,=,"Bucharest");(stationid,>=,47)}
2574: {(rain,>=,43.7);(city,=,"Iasi");(direction,>,"E")}
2760: {(rain,>,9.1);(temp,!=,-6);(city,=,"Craiova");(stationid,!=,78);(wind,!=,9)}
2394: {(rain,>,31.6);(temp,>,-7);(city,=,"Cluj");(direction,<,"E")}
2765: {(temp,>,20);(city,>=,"Cluj");(wind,<=,7)}
2769: {(rain,<=,26.2);(temp,<,4);(city,=,"Iasi")}
2770: {(temp,!=,28);(city,=,"Cluj")}
2575: {(rain,<,22.1);(city,!=,"Craiova")}
